id,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds,team,venue_state,win_flag,is_home,team_home_state,is_interstate_travel,round_order,team_winrate_last3,team_winrate_last5,team_winrate_last10,team_avgmargin_last3,team_avgmargin_last5,team_avgmargin_last10,team_streak_entering,days_since_last_game,season_winrate_to_date,ladder_rank_to_date,h2h_winrate_vs_opp,h2h_games_played
15132,1,1988-04-02,1988,A,Geelong Cats,4.2 7.8 9.15 14.20,104,3.6 6.9 8.14 11.17,83,W,21,GMHBA Stadium,20781.0,14,20,11,17,West Coast Eagles,VIC,1,0,WA,1,1,0.6666666666666666,0.6,0.5,16.0,7.6,-4.9,1,216.0,,,0.0,1
10452,1,1988-04-03,1988,H,Collingwood Magpies,0.3 4.6 6.12 10.15,75,0.3 2.7 7.13 11.17,83,L,-8,People First Stadium,11306.0,10,15,11,17,Brisbane Bears,QLD,0,1,QLD,0,1,0.3333333333333333,0.2,0.2,-15.666666666666666,-24.8,-21.1,1,219.0,,,0.0,2
11233,1,1988-04-03,1988,A,Brisbane Bears,0.3 2.7 7.13 11.17,83,0.3 4.6 6.12 10.15,75,W,8,People First Stadium,11306.0,11,17,10,15,Collingwood Magpies,QLD,1,0,VIC,1,1,0.3333333333333333,0.4,0.2,-33.0,-17.4,-35.6,1,217.0,,,1.0,2
12021,1,1988-04-04,1988,H,St Kilda Saints,5.4 12.10 15.12 20.20,140,3.4 7.9 13.13 17.16,118,W,22,Princes Park,17609.0,20,20,17,16,Fitzroy Lions,VIC,1,1,VIC,0,1,0.0,0.2,0.3,-29.666666666666668,-21.4,-17.3,-4,219.0,,,0.6,10
13627,1,1988-04-04,1988,A,Richmond Tigers,8.3 15.4 19.9 23.16,154,2.0 7.4 10.9 16.12,108,W,46,Melbourne Cricket Ground,34824.0,23,16,16,12,Melbourne Demons,VIC,1,0,VIC,0,1,0.6666666666666666,0.8,0.8,64.0,53.6,39.0,-1,198.0,,,0.6,10
14082,1,1988-04-04,1988,H,Melbourne Demons,2.0 7.4 10.9 16.12,108,8.3 15.4 19.9 23.16,154,L,-46,Melbourne Cricket Ground,34824.0,16,12,23,16,Richmond Tigers,VIC,0,1,VIC,0,1,0.3333333333333333,0.2,0.3,-6.0,-25.6,-21.2,-2,220.0,,,0.4,10
14457,1,1988-04-04,1988,A,Fitzroy Lions,3.4 7.9 13.13 17.16,118,5.4 12.10 15.12 20.20,140,L,-22,Princes Park,17609.0,17,16,20,20,St Kilda Saints,VIC,0,0,VIC,0,1,0.3333333333333333,0.6,0.6,-38.333333333333336,-17.4,-10.9,-1,218.0,,,0.4,10
14841,1,1988-04-04,1988,A,Western Bulldogs,3.6 7.7 9.10 11.10,76,3.3 7.4 10.5 16.6,102,L,-26,Waverley Park,18980.0,11,10,16,6,Sydney Swans,VIC,0,0,NSW,1,1,0.3333333333333333,0.2,0.5,-55.666666666666664,-44.2,12.8,-2,204.0,,,0.7,10
15533,1,1988-04-04,1988,H,Sydney Swans,3.3 7.4 10.5 16.6,102,3.6 7.7 9.10 11.10,76,W,26,Waverley Park,18980.0,16,6,11,10,Western Bulldogs,VIC,1,1,VIC,0,1,0.3333333333333333,0.4,0.4,22.333333333333332,15.0,-5.9,-1,219.0,,,0.3,10
11625,2,1988-04-08,1988,A,West Coast Eagles,4.1 8.6 11.8 11.10,76,4.4 11.9 17.13 26.19,175,L,-99,WACA,24886.0,11,10,26,19,Essendon Bombers,WA,0,0,VIC,1,2,0.3333333333333333,0.4,0.4,9.0,8.2,-5.3,1,6.0,1.0,1.0,1.0,2
15133,2,1988-04-08,1988,H,Essendon Bombers,4.4 11.9 17.13 26.19,175,4.1 8.6 11.8 11.10,76,W,99,WACA,24886.0,26,19,11,10,West Coast Eagles,WA,1,1,WA,0,2,0.6666666666666666,0.6,0.5,16.0,11.6,-10.0,2,6.0,1.0,1.0,0.0,2
10453,2,1988-04-09,1988,A,Carlton Blues,2.3 4.10 5.13 7.19,61,4.3 8.5 15.11 19.15,129,L,-68,Princes Park,15805.0,7,19,19,15,Brisbane Bears,VIC,0,0,QLD,1,2,0.3333333333333333,0.2,0.2,-11.333333333333334,-15.6,-18.2,-1,6.0,0.0,8.0,0.0,1
10842,2,1988-04-09,1988,H,Brisbane Bears,4.3 8.5 15.11 19.15,129,2.3 4.10 5.13 7.19,61,W,68,Princes Park,15805.0,19,15,7,19,Carlton Blues,VIC,1,1,VIC,0,2,1.0,1.0,0.9,21.0,21.4,29.6,9,7.0,1.0,1.0,1.0,1
11234,2,1988-04-09,1988,H,Fitzroy Lions,3.3 6.5 8.6 15.12,102,2.2 6.7 7.15 9.16,70,W,32,Victoria Park,24314.0,15,12,9,16,Collingwood Magpies,VIC,1,1,VIC,0,2,0.6666666666666666,0.6,0.3,-12.0,-13.6,-29.4,2,6.0,1.0,1.0,0.5,10
12022,2,1988-04-09,1988,A,Collingwood Magpies,2.2 6.7 7.15 9.16,70,3.3 6.5 8.6 15.12,102,L,-32,Victoria Park,24314.0,9,16,15,12,Fitzroy Lions,VIC,0,0,VIC,0,2,0.3333333333333333,0.2,0.4,-8.666666666666666,-25.4,-7.9,1,5.0,1.0,1.0,0.5,10
12438,2,1988-04-09,1988,A,North Melbourne Kangaroos,6.3 10.6 16.11 21.16,142,8.3 14.4 16.4 20.7,127,W,15,Melbourne Cricket Ground,15233.0,21,16,20,7,Geelong Cats,VIC,1,0,VIC,0,2,0.3333333333333333,0.4,0.4,-5.0,-11.2,-1.1,-2,7.0,0.0,8.0,0.4,10
12848,2,1988-04-09,1988,H,Richmond Tigers,6.3 12.9 19.11 26.15,171,1.8 4.11 8.11 12.14,86,W,85,Waverley Park,18082.0,26,15,12,14,Hawthorn Hawks,VIC,1,1,VIC,0,2,0.3333333333333333,0.4,0.6,-15.333333333333334,7.6,19.5,-2,7.0,0.0,8.0,0.7,10
13628,2,1988-04-09,1988,A,Western Bulldogs,5.1 5.5 11.8 13.8,86,0.0 4.5 5.9 9.12,66,W,20,Western Oval,15693.0,13,8,9,12,Melbourne Demons,VIC,1,0,VIC,0,2,0.6666666666666666,0.8,0.9,40.0,50.6,48.2,1,5.0,1.0,1.0,0.5,10
13236,2,1988-04-09,1988,H,Geelong Cats,8.3 14.4 16.4 20.7,127,6.3 10.6 16.11 21.16,142,L,-15,Melbourne Cricket Ground,15233.0,20,7,21,16,North Melbourne Kangaroos,VIC,0,1,VIC,0,2,0.0,0.2,0.4,-68.0,-33.2,-24.2,-3,7.0,0.0,8.0,0.6,10
14083,2,1988-04-09,1988,A,Hawthorn Hawks,1.8 4.11 8.11 12.14,86,6.3 12.9 19.11 26.15,171,L,-85,Waverley Park,18082.0,12,14,26,15,Richmond Tigers,VIC,0,0,VIC,0,2,0.0,0.2,0.3,-46.666666666666664,-16.6,-24.2,-3,5.0,0.0,8.0,0.3,10
15534,2,1988-04-09,1988,H,Melbourne Demons,0.0 4.5 5.9 9.12,66,5.1 5.5 11.8 13.8,86,L,-20,Western Oval,15693.0,9,12,13,8,Western Bulldogs,VIC,0,1,VIC,0,2,0.6666666666666666,0.4,0.4,31.0,18.0,-7.2,1,5.0,1.0,1.0,0.5,10
14458,2,1988-04-10,1988,A,Sydney Swans,1.4 2.7 4.10 7.13,55,0.4 6.9 9.12 9.12,66,L,-11,Sydney Cricket Ground,9089.0,7,13,9,12,St Kilda Saints,NSW,0,0,VIC,1,2,0.3333333333333333,0.4,0.6,-20.333333333333332,-26.8,-7.2,-2,6.0,0.0,8.0,0.2222222222222222,9
14842,2,1988-04-10,1988,H,St Kilda Saints,0.4 6.9 9.12 9.12,66,1.4 2.7 4.10 7.13,55,W,11,Sydney Cricket Ground,9089.0,9,12,7,13,Sydney Swans,NSW,1,1,NSW,0,2,0.0,0.2,0.4,-67.0,-40.4,6.9,-3,6.0,0.0,8.0,0.7777777777777778,9
10843,3,1988-04-16,1988,A,Essendon Bombers,4.3 9.5 19.8 23.13,151,7.2 10.8 11.11 11.13,79,W,72,Windy Hill,21472.0,23,13,11,13,Carlton Blues,VIC,1,0,VIC,0,3,1.0,1.0,1.0,38.666666666666664,27.0,36.7,10,7.0,1.0,1.0,0.36363636363636365,11
11235,3,1988-04-16,1988,A,Richmond Tigers,10.3 16.5 21.8 23.12,150,4.1 7.4 9.7 12.8,80,W,70,Waverley Park,34444.0,23,12,12,8,Collingwood Magpies,VIC,1,0,VIC,0,3,1.0,0.6,0.4,15.0,-11.8,-23.5,3,7.0,1.0,1.0,0.7,10
11626,3,1988-04-16,1988,H,Carlton Blues,7.2 10.8 11.11 11.13,79,4.3 9.5 19.8 23.13,151,L,-72,Windy Hill,21472.0,11,13,23,13,Essendon Bombers,VIC,0,1,VIC,0,3,0.3333333333333333,0.4,0.4,-7.333333333333333,-6.2,-14.0,-1,8.0,0.5,5.0,0.6363636363636364,11
12023,3,1988-04-16,1988,A,Western Bulldogs,3.1 5.5 6.11 7.15,57,5.6 7.8 10.12 16.12,108,L,-51,Western Oval,12783.0,7,15,16,12,Fitzroy Lions,VIC,0,0,VIC,0,3,0.3333333333333333,0.2,0.3,-6.0,-19.8,-15.9,-1,7.0,0.5,5.0,0.3333333333333333,9
12439,3,1988-04-16,1988,A,Melbourne Demons,1.1 4.5 7.8 9.10,64,2.8 4.11 7.15 9.18,72,L,-8,Melbourne Cricket Ground,30873.0,9,10,9,18,Geelong Cats,VIC,0,0,VIC,0,3,0.3333333333333333,0.4,0.4,-3.0,-13.6,-6.7,1,7.0,0.5,5.0,0.5,10
12849,3,1988-04-16,1988,H,Sydney Swans,3.0 7.2 14.5 17.12,114,3.1 7.8 10.10 13.15,93,W,21,Princes Park,9802.0,17,12,13,15,Hawthorn Hawks,VIC,1,1,VIC,0,3,0.3333333333333333,0.4,0.7,12.333333333333334,4.8,28.1,1,7.0,0.5,5.0,0.9090909090909091,11
13629,3,1988-04-16,1988,H,Geelong Cats,2.8 4.11 7.15 9.18,72,1.1 4.5 7.8 9.10,64,W,8,Melbourne Cricket Ground,30873.0,9,18,9,10,Melbourne Demons,VIC,1,1,VIC,0,3,0.6666666666666666,0.8,0.9,21.333333333333332,51.6,46.2,2,7.0,1.0,1.0,0.5,10
13237,3,1988-04-16,1988,A,St Kilda Saints,1.6 5.9 10.12 11.16,82,7.0 10.2 13.4 17.6,108,L,-26,People First Stadium,16573.0,11,16,17,6,North Melbourne Kangaroos,QLD,0,0,VIC,1,3,0.0,0.2,0.3,-71.66666666666667,-36.2,-25.9,-4,7.0,0.0,11.0,0.8,10
14084,3,1988-04-16,1988,H,Collingwood Magpies,4.1 7.4 9.7 12.8,80,10.3 16.5 21.8 23.12,150,L,-70,Waverley Park,34444.0,12,8,23,12,Richmond Tigers,VIC,0,1,VIC,0,3,0.0,0.2,0.2,-62.333333333333336,-29.8,-33.1,-4,7.0,0.0,11.0,0.3,10
14459,3,1988-04-16,1988,H,North Melbourne Kangaroos,7.0 10.2 13.4 17.6,108,1.6 5.9 10.12 11.16,82,W,26,People First Stadium,16573.0,17,6,11,16,St Kilda Saints,QLD,1,1,VIC,0,3,0.0,0.2,0.6,-40.333333333333336,-29.6,-1.2,-3,6.0,0.0,11.0,0.2,10
14843,3,1988-04-16,1988,A,Hawthorn Hawks,3.1 7.8 10.10 13.15,93,3.0 7.2 14.5 17.12,114,L,-21,Princes Park,9802.0,13,15,17,12,Sydney Swans,VIC,0,0,NSW,1,3,0.3333333333333333,0.4,0.4,-30.333333333333332,-36.4,-5.0,1,6.0,0.5,5.0,0.09090909090909091,11
15535,3,1988-04-16,1988,H,Fitzroy Lions,5.6 7.8 10.12 16.12,108,3.1 5.5 6.11 7.15,57,W,51,Western Oval,12783.0,16,12,7,15,Western Bulldogs,VIC,1,1,VIC,0,3,0.3333333333333333,0.4,0.3,-3.0,14.6,-10.4,-1,7.0,0.5,5.0,0.6666666666666666,9
10454,3,1988-04-17,1988,H,West Coast Eagles,2.1 3.6 6.10 10.14,74,10.5 13.12 21.16 29.18,192,L,-118,WACA,16354.0,10,14,29,18,Brisbane Bears,WA,0,1,QLD,0,3,0.3333333333333333,0.2,0.2,-6.666666666666667,-24.6,-21.2,-2,8.0,0.0,11.0,0.0,2
15134,3,1988-04-17,1988,A,Brisbane Bears,10.5 13.12 21.16 29.18,192,2.1 3.6 6.10 10.14,74,W,118,WACA,16354.0,29,18,10,14,West Coast Eagles,WA,1,0,WA,0,3,1.0,0.8,0.6,69.33333333333333,33.6,0.3,3,9.0,1.0,1.0,1.0,2
10455,4,1988-04-22,1988,A,Melbourne Demons,1.1 2.4 3.9 5.11,41,6.9 10.11 10.13 13.18,96,L,-55,Melbourne Cricket Ground,18908.0,5,11,13,18,Brisbane Bears,VIC,0,0,QLD,1,4,0.0,0.2,0.1,-64.66666666666667,-44.0,-37.1,-3,5.0,0.0,12.0,0.5,2
13630,4,1988-04-22,1988,H,Brisbane Bears,6.9 10.11 10.13 13.18,96,1.1 2.4 3.9 5.11,41,W,55,Melbourne Cricket Ground,18908.0,13,18,5,11,Melbourne Demons,VIC,1,1,VIC,0,4,1.0,0.8,0.9,24.666666666666668,29.6,41.6,3,6.0,1.0,1.0,0.5,2
11236,4,1988-04-23,1988,H,West Coast Eagles,3.1 9.8 9.10 13.16,94,2.4 2.4 6.5 8.7,55,W,39,Victoria Park,26276.0,13,16,8,7,Collingwood Magpies,VIC,1,1,VIC,0,4,1.0,0.8,0.5,36.666666666666664,13.2,-14.1,4,7.0,1.0,1.0,0.0,1
12024,4,1988-04-23,1988,A,Hawthorn Hawks,2.3 7.9 13.11 15.16,106,6.1 9.6 13.13 17.18,120,L,-14,Princes Park,13205.0,15,16,17,18,Fitzroy Lions,VIC,0,0,VIC,0,4,0.3333333333333333,0.2,0.3,-20.333333333333332,-21.8,-17.6,-2,7.0,0.3333333333333333,7.0,0.25,12
12850,4,1988-04-23,1988,H,Fitzroy Lions,6.1 9.6 13.13 17.18,120,2.3 7.9 13.11 15.16,106,W,14,Princes Park,13205.0,17,18,15,16,Hawthorn Hawks,VIC,1,1,VIC,0,4,0.6666666666666666,0.6,0.7,30.333333333333332,12.0,24.2,2,7.0,0.6666666666666666,5.0,0.75,12
13238,4,1988-04-23,1988,H,Western Bulldogs,4.3 11.6 15.8 19.11,125,4.4 7.5 10.7 13.9,87,W,38,Waverley Park,14948.0,19,11,13,9,North Melbourne Kangaroos,VIC,1,1,VIC,0,4,0.0,0.0,0.2,-41.0,-49.0,-31.8,-5,7.0,0.0,12.0,0.36363636363636365,11
15135,4,1988-04-23,1988,A,Collingwood Magpies,2.4 2.4 6.5 8.7,55,3.1 9.8 9.10 13.16,94,L,-39,Victoria Park,26276.0,8,7,13,16,West Coast Eagles,VIC,0,0,WA,1,4,1.0,0.8,0.7,79.33333333333333,53.0,14.9,4,6.0,1.0,1.0,1.0,1
15536,4,1988-04-23,1988,A,North Melbourne Kangaroos,4.4 7.5 10.7 13.9,87,4.3 11.6 15.8 19.11,125,L,-38,Waverley Park,14948.0,13,9,19,11,Western Bulldogs,VIC,0,0,VIC,0,4,0.6666666666666666,0.6,0.4,19.0,24.8,-2.0,1,7.0,0.6666666666666666,5.0,0.5454545454545454,11
10844,4,1988-04-24,1988,A,Sydney Swans,4.10 11.16 18.20 24.22,166,3.3 5.6 7.12 10.20,80,W,86,Sydney Cricket Ground,16091.0,24,22,10,20,Carlton Blues,NSW,1,0,VIC,1,4,1.0,1.0,1.0,51.666666666666664,40.6,38.4,11,8.0,1.0,1.0,0.8181818181818182,11
14844,4,1988-04-24,1988,H,Carlton Blues,3.3 5.6 7.12 10.20,80,4.10 11.16 18.20 24.22,166,L,-86,Sydney Cricket Ground,16091.0,10,20,24,22,Sydney Swans,NSW,0,1,NSW,0,4,0.3333333333333333,0.2,0.3,-12.0,-42.2,-23.4,-1,8.0,0.3333333333333333,7.0,0.18181818181818182,11
11627,4,1988-04-25,1988,A,St Kilda Saints,1.1 6.4 9.5 14.7,91,4.4 4.6 7.8 10.9,69,W,22,People First Stadium,31679.0,14,7,10,9,Essendon Bombers,QLD,1,0,VIC,1,4,0.3333333333333333,0.2,0.3,-29.666666666666668,-28.8,-24.0,-2,9.0,0.3333333333333333,7.0,1.0,9
12440,4,1988-04-25,1988,A,Richmond Tigers,6.5 14.9 20.11 24.17,161,1.6 5.11 5.13 11.16,82,W,79,Melbourne Cricket Ground,27417.0,24,17,11,16,Geelong Cats,VIC,1,0,VIC,0,4,0.3333333333333333,0.4,0.4,-4.666666666666667,-1.6,-3.4,-1,9.0,0.3333333333333333,7.0,0.7777777777777778,9
14085,4,1988-04-25,1988,H,Geelong Cats,1.6 5.11 5.13 11.16,82,6.5 14.9 20.11 24.17,161,L,-79,Melbourne Cricket Ground,27417.0,11,16,24,17,Richmond Tigers,VIC,0,1,VIC,0,4,0.0,0.0,0.2,-67.0,-59.0,-34.4,-5,9.0,0.0,12.0,0.2222222222222222,9
14460,4,1988-04-25,1988,H,Essendon Bombers,4.4 4.6 7.8 10.9,69,1.1 6.4 9.5 14.7,91,L,-22,People First Stadium,31679.0,10,9,14,7,St Kilda Saints,QLD,0,1,VIC,0,4,0.3333333333333333,0.4,0.6,-2.3333333333333335,-9.2,-2.0,1,9.0,0.3333333333333333,7.0,0.0,9
15136,5,1988-04-29,1988,H,Western Bulldogs,3.4 6.9 12.12 14.16,100,4.4 6.7 9.9 14.9,93,W,7,WACA,17662.0,14,16,14,9,West Coast Eagles,WA,1,1,WA,0,5,0.6666666666666666,0.8,0.6,59.333333333333336,57.4,10.7,-1,6.0,0.75,4.0,0.0,1
15537,5,1988-04-29,1988,A,West Coast Eagles,4.4 6.7 9.9 14.9,93,3.4 6.9 12.12 14.16,100,L,-7,WACA,17662.0,14,9,14,16,Western Bulldogs,WA,0,0,VIC,1,5,0.3333333333333333,0.4,0.4,-2.3333333333333335,0.8,3.9,-1,6.0,0.5,6.0,1.0,1
10456,5,1988-04-30,1988,A,St Kilda Saints,1.1 6.10 8.14 13.15,93,5.5 8.6 9.10 12.12,84,W,9,People First Stadium,15260.0,13,15,12,12,Brisbane Bears,QLD,1,0,QLD,0,5,0.0,0.2,0.1,-80.33333333333333,-38.6,-39.8,-4,8.0,0.0,13.0,0.0,2
10845,5,1988-04-30,1988,H,Collingwood Magpies,0.5 2.7 6.9 10.9,69,4.5 6.8 8.11 14.13,97,L,-28,Waverley Park,76354.0,10,9,14,13,Carlton Blues,VIC,0,1,VIC,0,5,1.0,1.0,1.0,75.33333333333333,54.8,46.9,12,6.0,1.0,1.0,0.7272727272727273,11
11237,5,1988-04-30,1988,A,Carlton Blues,4.5 6.8 8.11 14.13,97,0.5 2.7 6.9 10.9,69,W,28,Waverley Park,76354.0,14,13,10,9,Collingwood Magpies,VIC,1,0,VIC,0,5,1.0,1.0,0.6,47.0,30.8,2.3,5,7.0,1.0,1.0,0.2727272727272727,11
11628,5,1988-04-30,1988,A,Geelong Cats,2.3 6.9 11.10 13.14,92,5.2 9.4 13.8 17.14,116,L,-24,GMHBA Stadium,23840.0,13,14,17,14,Essendon Bombers,VIC,0,0,VIC,0,5,0.3333333333333333,0.4,0.3,-49.666666666666664,-14.4,-27.2,1,5.0,0.5,6.0,0.8,10
12025,5,1988-04-30,1988,H,Richmond Tigers,1.7 4.10 7.15 12.19,91,7.4 9.7 15.13 23.15,153,L,-62,Princes Park,8808.0,12,19,23,15,Fitzroy Lions,VIC,0,1,VIC,0,5,0.0,0.2,0.3,-32.333333333333336,-16.6,-15.7,-3,7.0,0.25,9.0,0.4444444444444444,9
12441,5,1988-04-30,1988,H,Essendon Bombers,5.2 9.4 13.8 17.14,116,2.3 6.9 11.10 13.14,92,W,24,GMHBA Stadium,23840.0,17,14,13,14,Geelong Cats,VIC,1,1,VIC,0,5,0.6666666666666666,0.4,0.4,28.666666666666668,12.4,-5.2,1,5.0,0.5,6.0,0.1,10
12851,5,1988-04-30,1988,A,North Melbourne Kangaroos,7.3 14.7 25.14 31.19,205,3.2 7.8 12.11 19.14,128,W,77,Melbourne Cricket Ground,15438.0,31,19,19,14,Hawthorn Hawks,VIC,1,0,VIC,0,5,1.0,0.6,0.7,40.0,14.4,21.1,3,7.0,0.75,4.0,0.7,10
13239,5,1988-04-30,1988,H,Hawthorn Hawks,3.2 7.8 12.11 19.14,128,7.3 14.7 25.14 31.19,205,L,-77,Melbourne Cricket Ground,15438.0,19,14,31,19,North Melbourne Kangaroos,VIC,0,1,VIC,0,5,0.3333333333333333,0.2,0.3,-1.0,-40.6,-18.3,1,7.0,0.25,9.0,0.2,10
14086,5,1988-04-30,1988,A,Fitzroy Lions,7.4 9.7 15.13 23.15,153,1.7 4.10 7.15 12.19,91,W,62,Princes Park,8808.0,23,15,12,19,Richmond Tigers,VIC,1,0,VIC,0,5,0.0,0.0,0.2,-78.0,-67.2,-36.9,-6,5.0,0.0,13.0,0.5555555555555556,9
14461,5,1988-04-30,1988,H,Brisbane Bears,5.5 8.6 9.10 12.12,84,1.1 6.10 8.14 13.15,93,L,-9,People First Stadium,15260.0,12,12,13,15,St Kilda Saints,QLD,0,1,VIC,0,5,0.3333333333333333,0.2,0.5,-2.3333333333333335,-23.4,-7.0,-1,5.0,0.25,9.0,1.0,2
13631,5,1988-05-01,1988,A,Sydney Swans,2.1 9.6 10.10 17.14,116,4.8 7.10 10.14 12.17,89,W,27,Sydney Cricket Ground,9269.0,17,14,12,17,Melbourne Demons,NSW,1,0,VIC,1,5,1.0,0.8,0.9,27.666666666666668,25.4,45.2,4,9.0,1.0,1.0,0.4,10
14845,5,1988-05-01,1988,H,Melbourne Demons,4.8 7.10 10.14 12.17,89,2.1 9.6 10.10 17.14,116,L,-27,Sydney Cricket Ground,9269.0,12,17,17,14,Sydney Swans,NSW,0,1,NSW,0,5,0.3333333333333333,0.2,0.2,-32.0,-39.6,-41.1,-2,7.0,0.25,9.0,0.6,10
13240,6,1988-05-06,1988,H,West Coast Eagles,3.4 7.12 12.15 17.21,123,8.0 9.2 13.5 17.8,110,W,13,Melbourne Cricket Ground,10133.0,17,21,17,8,North Melbourne Kangaroos,VIC,1,1,VIC,0,6,0.3333333333333333,0.2,0.3,-21.666666666666668,-32.4,-23.5,-1,6.0,0.2,9.0,0.5,2
15137,6,1988-05-06,1988,A,North Melbourne Kangaroos,8.0 9.2 13.5 17.8,110,3.4 7.12 12.15 17.21,123,L,-13,Melbourne Cricket Ground,10133.0,17,8,17,21,West Coast Eagles,VIC,0,0,WA,1,6,0.6666666666666666,0.8,0.7,28.666666666666668,41.2,24.4,1,7.0,0.8,3.0,0.5,2
10846,6,1988-05-07,1988,H,St Kilda Saints,0.1 4.4 7.8 10.12,72,2.4 2.5 3.5 4.8,32,W,40,Princes Park,15617.0,10,12,4,8,Carlton Blues,VIC,1,1,VIC,0,6,0.6666666666666666,0.8,0.9,43.333333333333336,42.6,37.3,-1,7.0,0.8,3.0,0.8888888888888888,9
11238,6,1988-05-07,1988,H,Hawthorn Hawks,2.0 8.2 11.5 13.13,91,5.4 9.6 14.7 14.9,93,L,-2,Waverley Park,53184.0,13,13,14,9,Collingwood Magpies,VIC,0,1,VIC,0,6,1.0,1.0,0.7,45.666666666666664,35.4,9.0,6,7.0,1.0,1.0,0.1,10
11629,6,1988-05-07,1988,A,Melbourne Demons,3.3 9.3 12.4 16.5,101,1.4 5.7 7.11 9.14,68,W,33,Melbourne Cricket Ground,34697.0,16,5,9,14,Essendon Bombers,VIC,1,0,VIC,0,6,0.3333333333333333,0.4,0.3,-24.666666666666668,-18.2,-13.3,-1,7.0,0.4,7.0,0.8888888888888888,9
12852,6,1988-05-07,1988,A,Collingwood Magpies,5.4 9.6 14.7 14.9,93,2.0 8.2 11.5 13.13,91,W,2,Waverley Park,53184.0,14,9,13,13,Hawthorn Hawks,VIC,1,0,VIC,0,6,1.0,0.8,0.7,37.333333333333336,36.4,23.8,4,7.0,0.8,3.0,0.9,10
13632,6,1988-05-07,1988,H,Essendon Bombers,1.4 5.7 7.11 9.14,68,3.3 9.3 12.4 16.5,101,L,-33,Melbourne Cricket Ground,34697.0,9,14,16,5,Melbourne Demons,VIC,0,1,VIC,0,6,1.0,1.0,0.9,30.0,31.2,42.4,5,6.0,1.0,1.0,0.1111111111111111,9
14087,6,1988-05-07,1988,A,Western Bulldogs,1.3 2.7 3.8 5.16,46,4.7 7.11 10.16 12.19,91,L,-45,Western Oval,12374.0,5,16,12,19,Richmond Tigers,VIC,0,0,VIC,0,6,0.3333333333333333,0.2,0.2,-29.0,-43.6,-34.6,1,7.0,0.2,9.0,0.3333333333333333,9
14462,6,1988-05-07,1988,A,Carlton Blues,2.4 2.5 3.5 4.8,32,0.1 4.4 7.8 10.12,72,L,-40,Princes Park,15617.0,4,8,10,12,St Kilda Saints,VIC,0,0,VIC,0,6,0.3333333333333333,0.2,0.4,-1.6666666666666667,-7.6,-12.5,-2,7.0,0.2,9.0,0.1111111111111111,9
15538,6,1988-05-07,1988,H,Richmond Tigers,4.7 7.11 10.16 12.19,91,1.3 2.7 3.8 5.16,46,W,45,Western Oval,12374.0,12,19,5,16,Western Bulldogs,VIC,1,1,VIC,0,6,0.3333333333333333,0.4,0.4,2.0,2.4,8.7,-2,8.0,0.4,7.0,0.6666666666666666,9
10457,6,1988-05-08,1988,H,Fitzroy Lions,3.3 7.4 10.5 17.11,113,2.3 8.7 14.13 16.15,111,W,2,People First Stadium,9981.0,17,11,16,15,Brisbane Bears,QLD,1,1,QLD,0,6,0.3333333333333333,0.2,0.2,-54.666666666666664,-48.0,-36.4,1,8.0,0.2,9.0,0.0,2
12026,6,1988-05-08,1988,A,Brisbane Bears,2.3 8.7 14.13 16.15,111,3.3 7.4 10.5 17.11,113,L,-2,People First Stadium,9981.0,16,15,17,11,Fitzroy Lions,QLD,0,0,VIC,1,6,0.0,0.2,0.2,-42.333333333333336,-27.4,-24.4,-4,8.0,0.2,9.0,1.0,2
12442,6,1988-05-08,1988,H,Sydney Swans,5.0 9.3 11.7 16.15,111,2.4 8.6 14.11 17.12,114,L,-3,GMHBA Stadium,19132.0,16,15,17,12,Geelong Cats,VIC,0,1,VIC,0,6,0.6666666666666666,0.6,0.5,31.666666666666668,17.8,1.2,2,8.0,0.6,6.0,0.6,10
14846,6,1988-05-08,1988,A,Geelong Cats,2.4 8.6 14.11 17.12,114,5.0 9.3 11.7 16.15,111,W,3,GMHBA Stadium,19132.0,17,12,16,15,Sydney Swans,VIC,1,0,NSW,1,6,0.0,0.2,0.2,-44.666666666666664,-29.8,-37.0,-3,7.0,0.2,9.0,0.4,10
14463,7,1988-05-13,1988,A,West Coast Eagles,0.1 1.5 1.11 3.18,36,7.6 12.6 16.7 17.10,112,L,-76,WACA,12803.0,3,18,17,10,St Kilda Saints,WA,0,0,VIC,1,7,0.0,0.2,0.3,-23.666666666666668,-11.2,-19.0,-3,6.0,0.16666666666666666,12.0,0.5,2
15138,7,1988-05-13,1988,H,St Kilda Saints,7.6 12.6 16.7 17.10,112,0.1 1.5 1.11 3.18,36,W,76,WACA,12803.0,17,10,3,18,West Coast Eagles,WA,1,1,WA,0,7,0.3333333333333333,0.6,0.6,-15.0,34.4,23.0,-1,7.0,0.6666666666666666,5.0,0.5,2
10847,7,1988-05-14,1988,A,Geelong Cats,3.4 7.5 11.8 14.9,93,2.2 5.5 10.9 15.14,104,L,-11,Waverley Park,26372.0,14,9,15,14,Carlton Blues,VIC,0,0,VIC,0,7,0.6666666666666666,0.8,0.9,32.666666666666664,47.6,34.5,1,7.0,0.8333333333333334,1.0,0.7,10
